run	hr	min	sec	AoA	AoS	dPb	pBar	temp	B1	B2	B3	B4	B5	B6	rpmWT	rho	q	V	Re	rpsM1	rpsM2	iM1	iM2	dPtQ	tM1	tM2	vM1	vM2	pInf	nu	J_M1	J_M2	FX	FY	FZ	MX	MY	MZ	CFX	CFY	CFZ	CMX	CMY	CMZ	CN	CT	CY	CL	CD	CYaw	CMroll	CMpitch	CMpitch25c	CMyaw	delta_e	T_0	thrust	F_meas	Drag_Force	CD_thrust_cor	TC_thrust_cor	CT_thrust_cor	epsilon_sb	epsilon_wb	epsilon_ss	epsilon_total	V_cor	q_cor	CL_cor1	CD_cor1	CMpitch_cor1	delta_alpha_total	delta_CL	delta_CDw	delta_CMpitch_total	AoA_cor	CL_cor2	CD_cor2	CMpitch_cor2
3	13	15	28	3.507	0	420	101290	286.43	-763.6	-193.7	951.5	1006.9	-172.7	109.5	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-7.01426831413918	-1.72549539776966	115.860611394856	-0.922203864035574	4.70285913701404	-0.708664442667523	-0.0328107793710367	-0.0080713833954478	0.54196343624425	-0.0030888177464295	0.133341643117158	-0.0023735915583743	0.538941467660997	-0.065901501530849	0.0086136833954478	0.53222813624425	-0.0328107793710367	0.0080713833954478	-0.0045564228285749	0.148834558675431	0.142589458675431	-0.0056863544742198	-10	18.022591672626337	17.839589291953022	-7.015247162635993	10.824342129317028	0.04242617085442623	0.2194526550217503	0.5611480683898964	0.008426426629348418	0.0006039168094680683	-0.001760986561614728	0.0072693568772017585	40.266943570734064	998.7524403026648	0.5245737877600715	0.04181601014616174	0.14669406383682695	0.00743497026376979	0	0.0038905588263575407	-0.002666296195875026	3.51443497026377	0.5245737877600715	0.04570656897251928	0.14402776764095193
4	13	16	3	1.5	0	420	101290	286.43	811.2	-116.2	290.5	336.4	1185.3	66.9	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	93.74	93.74	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	2.09871946862415	2.09871946862415	7.47361865580753	-1.03727706828698	67.3388120711723	-0.470345426784413	7.36587019235908	-0.433484466846169	0.0349594914019279	-0.0048520911248284	0.314992071449734	-0.0015753689155521	0.208846832495278	-0.0014519072910156	0.315799264333248	0.0267019804856277	0.0048020911248284	0.301292071449734	0.0349594914019279	0.0048520911248284	-0.0022039302256693	0.206193396073056	0.198993396073056	-0.0045774257900561	-10	1.9732389496095726	1.9696473861760317	7.4746616071260705	9.444308993302101	0.03592166373575023	0.024229501098882087	0.10672182770386178	0.008426426629348418	0.0008802472205742161	-0.00023559083009756793	0.009071083019825066	40.33896998990346	1002.3286193134469	0.2958994662484282	0.03527872829516967	0.20250289212189587	0.005272391036445918	0	0.001956449942634979	-0.001890761585442248	1.5052723910364458	0.2958994662484282	0.037235178237804645	0.20061213053645363
5	13	16	54	-0.5	0	420	101290	286.43	1374.6	-11.1	-206.4	-207.0	1807.6	0.5	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	12.6455546239127	-0.196179023760226	18.8497604501696	-0.321885267501242	10.1084818169733	-0.0082480544932223	0.0591523569113012	-0.0009176704365367	0.0881738912212269	-0.0010781183698594	0.286608961830598	-2.76259275044642e-05	0.0876543386872302	0.0599195571625747	0.0004676704365367	0.0716238912212269	0.0591523569113012	0.0009176704365367	-0.0006369566849916	0.276136694452648	0.269936694452648	-0.003215957875622427	-10	-3.8980350862436577	-3.944365028518816	12.647319324317708	8.702954295798893	0.03280429831703567	-0.04852137365482099	-0.2791593884953883	0.008426426629348418	0.0009737862133580461	0.000519261906551614	0.009919474749258077	40.37288558721784	1004.0147736482309	0.07022381476547732	0.03216305242913485	0.2707388798703946	0.0029488693704001995	0	0.0006120185471574737	-0.0010575105085146425	-0.4970511306295998	0.07022381476547732	0.03277507097629232	0.2696813693618799
6	13	17	26	-4.002	0	420	101290	286.43	1224.6	-38.6	-992.2	-991.1	2114.6	5.8	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	89.48	89.48	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	2.19863615320549	2.19863615320549	11.2603549167885	-0.553293844200558	-69.718896620592	-0.628777649625147	15.300404364475	-0.0579951589204804	0.0526727812891854	-0.0025881533805632	-0.326125439256324	-0.0021060197625083	0.433817173527208	-0.0001942482384498	-0.329006321407515	0.0297836279315252	-0.0037084466194368003	-0.345731839256324	0.0526727812891854	0.0025881533805632	-0.0012419412735992	0.41976699377173704	0.418971193771737	-0.0025950178656141444	-10	-1.679314393019773	-1.7451391607202256	11.261926311122211	9.516787150401985	0.037712048915700756	-0.02146772641090077	-0.10377500952506287	0.008426426629348418	0.0009468455646560243	0.00022121189278527485	0.009594484086789718	40.3598936495824	1003.3686965423444	-0.3391918731859653	0.036998676607026756	0.4118265567479768	-0.0013117115216590169	0	0.0001210961068425485	0.0004704001920932457	-4.0033117115216585	-0.3391918731859653	0.037119772713869306	0.41229695694007007
7	13	18	19	6.994	0	420	101290	286.43	801.4	-188.2	1375.1	1457.3	666.5	109.5	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	103.61	103.61	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.89879319552965	1.89879319552965	7.38080653695596	-1.62674250273028	189.98489062869	-0.424377293946911	-0.625906319872294	-0.706703711690457	0.0345253423477125	-0.0076094450568678	0.888696019466928	-0.0014214038433853	-0.0177465185959568	-0.0023670243112893	0.886287143160088	-0.0739439933308971	0.0113082450568678	0.882605019466928	0.0345253423477125	0.0076094450568678	-0.0037477908113248	-0.0252673888185595	-0.0274775888185595	-0.006044717980626901	-10	8.379733917100943	8.24214547043541	7.381836536246034	15.623982006681445	0.06686720702141256	0.10139026616371875	0.3655540472529457	0.008426426629348418	0.0009054432844134418	-0.0009056038558284696	0.008426266057933389	40.31319256697218	1001.0480118306674	0.8679167999285979	0.06575441002277474	-0.024846891601863968	0.010578161390626192	0	0.007875423043668586	-0.003793493514374598	7.004578161390626	0.8679167999285979	0.07362983306644333	-0.028640385116238565
8	13	19	16	6.995	0	420	101290	286.43	-340.3	-159.9	1588.6	1634.3	-229.5	83.0	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-3.12296116643997	-1.50622532733433	191.909260353277	-0.858114453927688	-1.17829483656238	-0.531751660831537	-0.0146083362123213	-0.007045699520592	0.897697681170466	-0.0028741575015319	-0.0334085638132568	-0.0017810421651047	0.889236879480682	-0.123823674784689	0.010744699520592	0.8916051811704659	-0.0146083362123213	0.007045699520592	-0.0051039345530872	-0.0270826608897516	-0.0292911608897516	-0.0056283305344808	-10	18.88670314458798	18.578789187896476	-3.123396978944777	15.455392208951698	0.06607990128109023	0.22854587892403852	0.5843997580434125	0.008426426629348418	0.00070769516789425	-0.001820483304850011	0.007313638492392657	40.26871378769533	998.8402566212517	0.8787051167117486	0.06512383350136658	-0.026690819210755584	0.010578922766306731	0	0.00787655677024888	-0.0037937665555581716	7.005578922766307	0.8787051167117486	0.07300039027161546	-0.030484585766313757
9	13	19	59	6.995	0	420	101290	286.43	-338.6	-159.9	1589.3	1635.5	-227.2	82.6	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-3.10733607510593	-1.51114478302251	192.082526181642	-0.855228010639681	-1.16495087293121	-0.529166588042348	-0.0145352464185676	-0.0070687113541834	0.898508170107075	-0.0028644896855535	-0.0330302182187072	-0.0017723837555941	0.890050236846629	-0.123849832566995	0.0107677113541834	0.8924156701070749	-0.0145352464185676	0.0070687113541834	-0.0051018308187263	-0.026724915870524602	-0.0289334158705246	-0.0056194803728841	-10	18.871075872756062	18.563414014089346	-3.1077697071128583	15.455644306976488	0.06608108036038415	0.2283567421306866	0.5839161286872747	0.008426426629348418	0.0006993372502742123	-0.0018192536899730649	0.007306510189649566	40.26842882423214	998.8261199903628	0.8795163270368705	0.06512591725134095	-0.026338622946852738	0.010578922766306731	0	0.00787655677024888	-0.0037937665555581716	7.005578922766307	0.8795163270368705	0.07300247402158984	-0.03013238950241091
10	13	20	20	6.995	0	420	101290	286.43	-338.5	-159.9	1589.0	1634.6	-226.9	82.8	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-3.10641109605041	-1.50868158723743	192.016211480596	-0.862357620455941	-1.16205047417987	-0.530462185343373	-0.0145309196260421	-0.0070571892153326	0.898197968539695	-0.0028883695088598	-0.032947982301379	-0.00177672321251	0.889742871105431	-0.123807760786946	0.0107561892153326	0.892105468539695	-0.0145309196260421	0.0070571892153326	-0.0051217810516043	-0.026643899472513	-0.028852399472513	-0.0056262171240435005	-10	18.870150764618746	18.56250382982543	-3.106844598975542	15.45565923084989	0.06608115016033649	0.22834554555267092	0.5838874986480279	0.008426426629348418	0.0007026056762124585	-0.0018191808884366431	0.007309851417124233	40.26856239428195	998.832746197531	0.8792047766106925	0.06512555399979718	-0.02625860339373786	0.010578922766306731	0	0.00787655677024888	-0.0037937665555581716	7.005578922766307	0.8792047766106925	0.07300211077004606	-0.030052369949296033
11	13	21	6	1.005	0	420	101290	286.43	-859.6	-253.1	402.6	489.5	3.5	143.2	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-7.89916147739412	-2.29430780561061	54.5760455087915	-1.0860136797153	8.28071437314289	-0.928936175376409	-0.0369500613383333	-0.0107321282630996	0.255291429973245	-0.0036374802335902	0.234785697068486	-0.0031113668633385	0.254604066572718	-0.041422102014817	0.010434628263099599	0.240898429973245	-0.0369500613383333	0.0107321282630996	-0.0058077652430513	0.252301181535912	0.245200181535912	-0.0063262686496459	-10	17.0957405930457	17.116356640573372	-7.900263813659552	9.216092826913819	0.034903781488100936	0.21055585123629114	0.5383986318038614	0.008426426629348418	0.000938929601078954	-0.0017020080862798245	0.007663348144147547	40.28269390008256	999.5339128947297	0.23724826501417942	0.03437490896642905	0.2484782386795575	0.004710237714755443	0	0.0015614898500773973	-0.001689164644237826	1.0097102377147553	0.23724826501417942	0.03593639881650645	0.2467890740353197
12	13	21	56	-4.0	0	420	101290	286.43	1553.3	27.9	-1017.5	-1044.9	2345.1	-36.3	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	14.2842664758218	-0.0103009477173737	-68.9049199589733	-0.525430560529702	15.1077950500857	0.216043892958744	0.0668177912257127	-4.81849435651093e-05	-0.322317884788568	-0.0017598703531543	0.428356061103448	0.0007236146329494	-0.32619370812014	0.0441712673770216	-0.006251815056434891	-0.341917884788568	0.0668177912257127	4.81849435651093e-05	-0.00011865457884979985	0.4103232683106	0.4095232683106	-0.0017582607729229	-10	-4.704871014889697	-4.893724282112463	14.286259860183705	9.392535578071243	0.03712951601592756	-0.060199860494457455	-0.3463495564386331	0.008426426629348418	0.0008855355116963062	0.00065545806860215	0.009967420209646874	40.374802271305136	1004.1101061859761	-0.3352023767234115	0.03640026617158407	0.40226423033613096	-0.0013092651842144475	0	0.00012064484040083932	0.0004695228973642988	-4.001309265184214	-0.3352023767234115	0.03652091101198491	0.40273375323349525
13	13	22	21	-4.0	0	420	101290	286.43	1552.7	27.8	-1017.6	-1044.3	2344.8	-36.8	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	14.2787482914974	-0.0180525876722516	-68.8815651061414	-0.52225059421872	15.109719061238	0.21927923463908	0.0667919787075304	-8.44449406072136e-05	-0.322208637339056	-0.0017492194149426	0.428410613196324	0.0007344510447101	-0.326082926201677	0.0441531384536797	-0.006215555059392786	-0.34180863733905603	0.0667919787075303	8.44449406072136e-05	-0.00011746876833639984	0.41038509573834503	0.409585095738345	-0.0017475334760766	-10	-4.69935206049694	-4.887974853678367	14.280740905790948	9.39276605211258	0.0371305939584071	-0.060129134239829546	-0.3459426450817339	0.008426426629348418	0.0008861173236505379	0.0006546183802309246	0.00996716233322988	40.37479196234948	1004.1095934243201	-0.3350954460915207	0.036401341531324315	0.40232504888207793	-0.0013092651842144475	0	0.00012064484040083932	0.0004695228973642988	-4.001309265184214	-0.3350954460915207	0.03652198637172516	0.4027945717794422
14	13	22	43	-4.0	0	420	101290	286.43	1554.1	27.8	-1017.4	-1043.9	2345.3	-36.2	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	14.2916190357212	-0.0106601165285141	-68.832431673963	-0.511263047794272	15.1026674483661	0.215392160349323	0.0668521844382143	-4.98650345013984e-05	-0.321978804927356	-0.0017124178684418	0.428210676600401	0.0007214317281402	-0.325857853389653	0.0442292298248219	-0.006250134965498601	-0.341578804927356	0.0668521844382143	4.98650345013984e-05	-7.194234284829985e-05	0.41016818997852	0.40936818997852	-0.0017636968411498999	-10	-4.712224600846536	-4.90138499382124	14.293613446140542	9.392228452319301	0.03712807956827967	-0.06029409828751055	-0.3468917373931338	0.008426426629348418	0.0008867107968565339	0.0006565771838034494	0.009969714610008402	40.37489399303702	1004.1146683790952	-0.33486843514846076	0.03639869255863665	0.40211037085569307	-0.0013092651842144475	0	0.00012064484040083932	0.0004695228973642988	-4.001309265184214	-0.33486843514846076	0.03651933739903749	0.40257989375305736
15	13	23	19	-0.005	0	420	101290	286.43	-59.4	-214.2	56.2	143.3	706.1	112.9	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	109.36	109.36	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.79895723288979	1.79895723288979	-0.535019061410733	-2.04742521105903	29.4227048976871	-0.833774592130011	9.70851901724772	-0.735415092011472	-0.0025026690735313	-0.0095772807469228	0.137631159183223	-0.0027926338818657	0.27526869087045	-0.0024631898388028	0.13763137705824	-0.0024906584796116	0.009572780746922801	0.121427659183223	-0.0025026690735313	0.0095772807469228	-0.0048912338216704	0.282471075577521	0.275974075577521	-0.0056627105416069	-10	9.377769262343229	9.448641311679838	-0.5350937238816516	8.913547587798186	0.033690257204530207	0.11623190356358984	0.37615516383003444	0.008426426629348418	0.0010339068548850443	-0.0010229175960199102	0.008437415888213552	40.31363829639266	1001.0701484558515	0.11940423246130391	0.03312885490826168	0.27776407944223064	0.003535751605448818	0	0.000879866958565014	-0.0012679756234004354	-0.0014642483945511821	0.11940423246130391	0.03400872186682669	0.2764961038188302
16	13	23	49	4.0	0	420	101290	286.43	90.2	-167.2	912.2	971.7	433.5	99.7	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	109.36	109.36	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.79895723288979	1.79895723288979	0.837852511667998	-1.42704542023573	126.138709868059	-0.568803715845785	4.17291187669396	-0.644233910599604	0.0039192389960892	-0.0066753181285379	0.590041497455321	-0.0019051438410279	0.118315881894511	-0.0021577887639766	0.588877578315029	-0.0372495222983114	0.0066753181285379	0.5813414974553209	0.0039192389960892	0.0066753181285379	-0.0028268583623780002	0.123111232749949	0.117211232749949	-0.0053055293491265	-10	10.683990382790912	10.555442222524029	0.8379694348643684	11.393411657388397	0.04508774703263657	0.12984714965979963	0.4202174648754967	0.008426426629348418	0.0006325851528750827	-0.001127755116194717	0.007931256666028784	40.29340390258493	1000.0654778298419	0.5722285190046003	0.0443809616596699	0.1211813687784231	0.007932110092977602	0	0.004428238273217473	-0.0028445782855686386	4.007932110092978	0.5722285190046003	0.04880919993288737	0.11833679049285446
17	13	24	39	-1.493	0	420	101290	286.43	-830.7	-325.9	-200.1	-70.1	317.2	176.2	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-7.64115773196341	-3.05296997145313	-8.92776505065068	-1.15513639960121	12.1213458169333	-1.15833408000709	-0.0357431921983028	-0.014280937037699	-0.041761580286696	-0.0038689989814414	0.343680327420437	-0.0038797092510144	-0.0408161205537778	-0.03681914827242	0.012641437037699	-0.059006680286696	-0.0357431921983028	0.014280937037699	-0.0071432286585223	0.35896445223838397	0.353754652238384	-0.0068208482793612	-10	16.361872262795753	16.66133668906637	-7.642224063535677	9.019112625530694	0.03453089193433194	0.2049584501520004	0.5240858826318727	0.008426426629348418	0.0012109777666521509	-0.0016645022064943969	0.007972902189506172	40.29506873824421	1000.148120590383	-0.05807690552772506	0.033986784867652345	0.35330820983604144	0.001754633206088745	0	0.00021668367995832086	-0.0006292388101870259	-1.4912453667939114	-0.05807690552772506	0.034203468547610666	0.35267897102585444
18	13	25	25	2.493	0	420	101290	286.43	854.1	-151.7	475.0	554.6	1133.6	77.1	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	93.74	93.74	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	2.09871946862415	2.09871946862415	7.86906288710019	-1.48059719848632	90.7346992798111	-0.39262064163106	6.14189974498767	-0.498659966441386	0.0368092685768813	-0.0069258183236281	0.424431468263928	-0.001315038521068	0.174143213733911	-0.0016702052700559	0.425630867143779	0.0183127944419694	0.0075695183236281	0.412516068263928	0.0368092685768813	0.0069258183236281	-0.0026406593334931	0.17072331212421699	0.163768412124217	-0.0048567401039387	-10	2.241829499277876	2.226434046945903	7.870161023075806	10.096595070021708	0.038971749268159654	0.027388347054239197	0.12063535454103698	0.008426426629348418	0.000814667722893648	-0.00026530212286213895	0.008975792229379926	40.33516061274385	1002.1393201090661	0.40520927413302915	0.03828145240282334	0.16769933271830756	0.0063679721556657186	0	0.002854012205391714	-0.002283654047256498	2.4993679721556656	0.40520927413302915	0.04113546460821505	0.16541567867105106
19	13	26	3	-3.995	0	420	101290	286.43	-616.5	-352.1	-831.8	-689.5	801.3	191.4	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-5.67705018954967	-3.27267049998941	-73.6629123513196	-1.16642236947815	16.0918988236316	-1.26561031322107	-0.0265556481311302	-0.0153086344747892	-0.344574438379433	-0.003906800063611	0.456258664677011	-0.004239018885081	-0.341887052027417	-0.0504974225893554	0.0090171344747892	-0.364169938379433	-0.0265556481311302	0.0153086344747892	-0.006898936767580799	0.464551452928151	0.463743452928151	-0.0062377419837205995	-10	15.256177326915495	15.84024951628079	-5.67784242785528	10.16240708842551	0.04072875647234636	0.19485789474552717	0.4982584113012305	0.008426426629348418	0.0012672458288561705	-0.0015960178997432078	0.00809765455846138	40.300055881520976	1000.3957037709389	-0.3583429660067617	0.040077068033169516	0.457118306485744	-0.0013031492260756111	0	0.00011952033877043948	0.0004673296194706167	-3.9963031492260757	-0.3583429660067617	0.040196588371939956	0.4575856361052146
20	13	26	24	-3.995	0	420	101290	286.43	-618.2	-352.3	-829.6	-687.9	798.1	191.4	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-5.69270077578031	-3.27588036654865	-73.5084087360813	-1.17933131581439	16.0669186178751	-1.26560991184454	-0.0266288571828578	-0.0153236493300484	-0.343851713812226	-0.0039500371222334	0.455550393052467	-0.0042390175407157	-0.34116098315202	-0.0505201019517644	0.0090321493300484	-0.363447213812226	-0.0266288571828578	0.0153236493300484	-0.0069462903706523	0.46386381549214395	0.463055815492144	-0.0062344415445802995	-10	15.271830097201857	15.856507557622837	-5.693495198141641	10.163012359481197	0.04073158736548632	0.19505789208176488	0.4987698114431053	0.008426426629348418	0.0012707149846955747	-0.0015973841710835508	0.008099757442960442	40.30013994714938	1000.3998774118616	-0.35763031350533087	0.040079686417996786	0.4564397674649445	-0.0013031492260756111	0	0.00011952033877043948	0.0004673296194706167	-3.9963031492260757	-0.35763031350533087	0.040199206756767226	0.4569070970844151
21	13	26	41	-3.995	0	420	101290	286.43	-617.9	-351.9	-829.6	-687.9	798.8	191.5	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-5.68994665927318	-3.26826723142076	-73.4911881513493	-1.17135373111152	16.073083958021	-1.26624635154321	-0.026615974198485	-0.0152880372197304	-0.34377116074796	-0.0039233171027617	0.455725200879253	-0.0042411492236466	-0.341081523370962	-0.0505016381860853	0.0089965372197304	-0.36336666074796	-0.026615974198485	0.0152880372197304	-0.006909770800850099	0.464034992211544	0.463226992211544	-0.0062391123450389	-10	15.269075596354877	15.853646550063818	-5.690740697294662	10.162905852769157	0.04073108922648291	0.1950226975660959	0.4986798178429658	0.008426426629348418	0.0012709940628833865	-0.0015971437719493374	0.008100276920282468	40.300160713952096	1000.4009084312212	-0.3575506811825012	0.040079154945741574	0.4566077339517882	-0.0013031492260756111	0	0.00011952033877043948	0.0004673296194706167	-3.9963031492260757	-0.3575506811825012	0.040198675284512014	0.4570750635712588
22	13	27	28	6.995	0	420	101290	286.43	1317.2	-196.5	1272.7	1377.5	1071.5	110.9	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	93.74	93.74	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	2.09871946862415	2.09871946862415	12.1263096376904	-1.73982246404149	188.766107828887	-0.191428191489718	-0.373749519240837	-0.717148139591943	0.056723474536198	-0.0081384013921121	0.882994895450195	-0.0006411671194402	-0.0105970375803056	-0.0024020067436033	0.883330512216701	-0.0512322568460525	0.0118374013921121	0.8769023954501951	0.056723474536198	0.0081384013921121	-0.0031176309378911	-0.0243762172511583	-0.0265847172511583	-0.0060027756680443994	-10	3.635304288730003	3.5753614878915765	12.128001876913201	15.703363364804778	0.0672396789334601	0.04398209837343312	0.19372458002779083	0.008426426629348418	0.0010135948799780959	-0.0004178673637879172	0.009022154145538596	40.33701399252657	1002.2314177925347	0.8612908886808847	0.06604260990014191	-0.023942247082299008	0.010578922766306731	0	0.00787655677024888	-0.0037937665555581716	7.005578922766307	0.8612908886808847	0.07391916667039079	-0.02773601363785718
23	13	28	29	6.995	0	420	101290	286.43	1869.2	-195.4	1169.0	1292.3	1503.1	110.7	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	17.2047829791758	-1.72259556205602	187.79023157293	0.111365883130912	-0.127527781030224	-0.717003020927984	0.0804791480985117	-0.0080578187775075	0.878430020099887	0.0003730074548335	-0.0036158352547322	-0.0024015206850191	0.881692644931291	-0.0270974789494478	0.011756818777507502	0.872337520099888	0.0804791480985117	0.0080578187775075	-0.002088520883189	-0.0240906220333134	-0.0262991220333134	-0.0058769653985066995	-10	-1.443877759034395	-1.4199331133761488	17.207183924677597	15.787250811301448	0.06763202612169054	-0.017467223408795304	-0.10049466942548409	0.008426426629348418	0.0011123026357951172	0.00017902709649073327	0.009717756361634269	40.36482162411187	1003.6137357038157	0.855627166449315	0.06633647818461588	-0.023629146051181098	0.010578922766306731	0	0.00787655677024888	-0.0037937665555581716	7.005578922766307	0.855627166449315	0.07421303495486477	-0.02742291260673927
24	13	29	11	6.995	0	420	101290	286.43	1869.6	-191.3	1171.8	1291.0	1503.0	111.0	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	17.2084274062843	-1.65353630846273	187.879608511584	0.117715285040324	-0.132700134919681	-0.718812094560206	0.0804961957061075	-0.0077347789632748	0.878848100344853	0.0003942740598238	-0.0037624886301173	-0.0024075799729463	0.882109689418397	-0.0271314731832108	0.011433778963274799	0.8727556003448529	0.0804961957061075	0.0077347789632748	-0.0019763026259293	-0.0242420803275019	-0.0264505803275019	-0.0058693133404563	-10	-1.447522694726528	-1.4235174917104827	17.21082886036973	15.787311368659248	0.06763230935249624	-0.01751131642737319	-0.10074835103373132	0.008426426629348418	0.0011080443165812203	0.0001794895658871223	0.00971396051181676	40.36466987992412	1003.60618991227	0.8560436742862143	0.0663372547545913	-0.02377788181215498	0.010578922766306731	0	0.00787655677024888	-0.0037937665555581716	7.005578922766307	0.8560436742862143	0.07421381152484019	-0.027571648367713152
25	13	29	30	6.995	0	420	101290	286.43	1869.8	-195.4	1169.3	1292.4	1504.4	110.7	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	17.2102967285894	-1.72259323792146	187.846769567648	0.10811495687127	-0.116511824421558	-0.717005435297523	0.0805049398714256	-0.0080578079058581	0.87869448897785	0.0003621188442836	-0.0033034963749334	-0.0024015287716773	0.881958286302435	-0.0271040868914489	0.011756807905858101	0.87260198897785	0.0805049398714256	0.0080578079058581	-0.0020993244212331	-0.0237855526412683	-0.0259940526412683	-0.0058782891092979	-10	-1.4493922778974682	-1.425356013197514	17.212698443540667	15.787342430343152	0.06763245463006579	-0.017533932890961036	-0.10087847097200894	0.008426426629348418	0.0011096420028367249	0.0001797267998773797	0.009715795432062522	40.36474323332209	1003.6098375571714	0.8558898935759913	0.0663371561453998	-0.02333001113443259	0.010578922766306731	0	0.00787655677024888	-0.0037937665555581716	7.005578922766307	0.8558898935759913	0.07421371291564868	-0.027123777689990764
26	13	30	1	4.005	0	420	101290	286.43	1526.3	-108.9	696.9	760.1	1520.4	67.6	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	14.0498312790794	-0.88746579063621	126.674974991371	0.0234458921689253	4.35221625357903	-0.437583982802229	0.0657211691444596	-0.0041513159964541	0.59254999525685	7.85293693038108e-05	0.123399755243764	-0.0014656381569669	0.595693162185394	0.0241748935504005	0.0041563159964541	0.58386349525685	0.0657211691444596	0.0041513159964541	-0.00018700046368099995	0.11077054863963	0.10487604863963	-0.0044314596807153	-10	-2.524347133319667	-2.49189085952037	14.05179194776387	11.5599010882435	0.04586742921684969	-0.030653848370424508	-0.17636165099105397	0.008426426629348418	0.0007180102079920297	0.0003198514568459171	0.009464288294186364	40.35468889814417	1003.1099273799306	0.5729667284476433	0.04501139577003532	0.10870321466917351	0.007937074052134455	0	0.004433782440348276	-0.0028463584386757596	4.012937074052134	0.5729667284476433	0.0494451782103836	0.10585685623049776
