run	hr	min	sec	AoA	AoS	dPb	pBar	temp	B1	B2	B3	B4	B5	B6	rpmWT	rho	q	V	Re	rpsM1	rpsM2	iM1	iM2	dPtQ	tM1	tM2	vM1	vM2	pInf	nu	J_M1	J_M2	FX	FY	FZ	MX	MY	MZ	CFX	CFY	CFZ	CMX	CMY	CMZ	CN	CT	CY	CL	CD	CYaw	CMroll	CMpitch	CMpitch25c	CMyaw
41	13	28	54	-4.997	0	410.45	101116	292.94	1125.6	-221.2	-443.3	-298.2	342.6	33.7	470.16	1.20249603432349	961.835888417246	39.9966539229931	437827.935153094	0	0	0	0	0	0	0	0	0	101116	1.50712936726911e-05	Inf	Inf	10.3802007205383	-3.10857347227525	-37.0845045159213	-0.944229325628047	-6.46534485719833	-0.226913656728624	0.0496941830027321	-0.0148819876578142	-0.177538392907326	-0.00323674482615926	-0.187612235497461	-0.000777842399580981	-0.181192157013528	0.0340410783790736	0.0148819876578142	-0.177538392907326	0.0496941830027321	0.0148819876578142	-0.00747078572991568	-0.201618688484494	-0.201618688484494	-0.000124153825608434
42	13	29	32	-4	0	410.53	101115	293.04	1093.9	-248.7	-300.9	-129.1	353.2	30.8	470.149	1.20207379395674	962.024777239231	40.0076057582147	437678.450856977	0	0	0	0	0	0	0	0	0	101115	1.50805693212914e-05	Inf	Inf	10.0859311653863	-3.58880834857719	-17.6992973776464	-1.00535693739388	-6.03951025019126	-0.210302243506838	0.0482759160492578	-0.0171776911533335	-0.0847169964104523	-0.00344560887268081	-0.175220899815331	-0.000720758219513782	-0.0878781877354214	0.042248759408314	0.0171776911533335	-0.0847169964104523	0.0482759160492578	0.0171776911533335	-0.00831728248129185	-0.188827610051672	-0.188827610051672	-0.000138818191687519
43	13	30	28	-3	0	410.28	101114	293.13	1072.1	-232.9	-135.5	24.1	375.8	26.9	469.873	1.20169283549089	961.434501637185	40.0016691364077	437370.903012027	0	0	0	0	0	0	0	0	0	101114	1.50889342465022e-05	Inf	Inf	9.88056915872236	-3.38177194117385	2.38389107440328	-0.971248413584873	-5.59111545422698	-0.186475416842795	0.0473219944701867	-0.0161966573513013	0.011417407077289	-0.00333075412969055	-0.16231146531841	-0.000639490120187084	0.00892511808577613	0.047854682238626	0.0161966573513013	0.011417407077289	0.0473219944701867	0.0161966573513013	-0.00791847744708417	-0.175649309926155	-0.175649309926155	-0.00022419263202124
44	13	31	6	-2	0	410.35	101116	293.18	1067.2	-209.2	30.3	170.9	411.9	22.4	469.787	1.20151165937213	961.599778222702	40.0081233311173	437317.817206413	0	0	0	0	0	0	0	0	0	101116	1.50932007521146e-05	Inf	Inf	9.83525266541045	-3.06755653864413	22.4526030288183	-0.950986299010608	-5.13103040468254	-0.15337447177108	0.0470968594291896	-0.0146892290423517	0.107516006415024	-0.0032607076405341	-0.148929480562561	-0.000525884876035699	0.105806853878554	0.0508204238062871	0.0146892290423517	0.107516006415024	0.0470968594291896	0.0146892290423517	-0.00741475513111617	-0.162203870190731	-0.162203870190731	-0.000266793298929911
45	13	31	51	-1	0	410.11	101118	293.24	1074.7	-187.2	192.3	315.1	459.5	18.7	469.791	1.20128957755422	961.033117531779	40.0000302901124	437079.348681831	0	0	0	0	0	0	0	0	0	101118	1.50983807414361e-05	Inf	Inf	9.90309761358766	-2.75553878224587	42.4408894774752	-0.897914397312087	-4.65780322243637	-0.130057599491973	0.0474497017641425	-0.0132028884818522	0.203351277235525	-0.00308055194860604	-0.135273654923304	-0.000446199763301899	0.202492194370533	0.0509914440845911	0.0132028884818522	0.203351277235525	0.0474497017641425	0.0132028884818522	-0.00680857656616397	-0.148647494210926	-0.148647494210926	-0.000327305759424673
46	13	32	31	-0	0	409.85	101118	293.27	1095.7	-174.2	347.5	459.8	518.7	17.4	469.971	1.20116669186074	960.419241132272	39.9892982975953	436882.809963865	0	0	0	0	0	0	0	0	0	101118	1.51011202774225e-05	Inf	Inf	10.0942751910187	-2.56712202326119	62.3208161551574	-0.873353254892468	-4.17434513950643	-0.120019657155466	0.0483966241803126	-0.0123079703528706	0.298794817953355	-0.00299820308406245	-0.121310374408959	-0.000412024921434504	0.298794817953355	0.0483966241803126	0.0123079703528706	0.298794817953355	0.0483966241803126	0.0123079703528706	-0.0064672410618837	-0.134951106590336	-0.134951106590336	-0.000412024921434504
47	13	33	7	1	0	410.05	101119	293.3	1134.9	-173.2	493.7	601.9	593.4	20.7	470.224	1.20105570895206	960.891453191986	40.0009759218085	436935.438685014	0	0	0	0	0	0	0	0	0	101119	1.51037106316003e-05	Inf	Inf	10.4492863936724	-2.51085600008564	81.8224475544842	-0.883251640496476	-3.67796936699504	-0.141485327408836	0.0500740920182659	-0.0120322890632071	0.39210187314648	-0.00303069392068046	-0.106832703414036	-0.000485477413211954	0.392916067537892	0.0432233442365396	0.0120322890632071	0.39210187314648	0.0500740920182659	0.0120322890632071	-0.00641257945324937	-0.120946234884785	-0.120946234884785	-0.000597318415579941
48	13	34	0	2	0	410.12	101116	293.33	1189.7	-164.8	636.2	735.5	682.6	23.1	470.624	1.20089724301886	961.05672828747	40.0070552244646	436909.621327523	0	0	0	0	0	0	0	0	0	101116	1.51068987029214e-05	Inf	Inf	10.9514826204927	-2.34463412192579	101.00531637149	-0.836375327032557	-3.15517955305984	-0.160166699211694	0.052471644542738	-0.0112338039050762	0.483944981810435	-0.00286935408662292	-0.0916316477922388	-0.000549484134777792	0.485481409588966	0.0355502439377338	0.0112338039050762	0.483944981810435	0.052471644542738	0.0112338039050762	-0.00601278159712237	-0.106420936558688	-0.106420936558688	-0.00075899245541108
49	13	34	45	3	0	409.83	101119	293.37	1253.5	-156.4	772.1	861.7	780.8	26.8	470.705	1.20076912920762	960.372020129907	39.9949345249732	436684.600926899	0	0	0	0	0	0	0	0	0	101119	1.51101039723773e-05	Inf	Inf	11.5346970930145	-2.16989057393319	119.541438669368	-0.824629702304179	-2.6089174396463	-0.180801162915258	0.0553053922223969	-0.0104039705857325	0.573165129446081	-0.00283107536362129	-0.0758213090720739	-0.000620717052288102	0.575274087143635	0.0252324529698001	0.0104039705857325	0.573165129446081	0.0553053922223969	0.0104039705857325	-0.00572308090596356	-0.0914092980334748	-0.0914092980334748	-0.000919389293010034
50	13	35	41	4	0	409.84	101120	293.39	1332.9	-164.3	895.5	988.2	892.8	31	471.241	1.20069914840069	960.395630626462	39.9965916718525	436654.220456726	0	0	0	0	0	0	0	0	0	101120	1.51117813809925e-05	Inf	Inf	12.2625040706201	-2.26424008267796	137.552352475168	-0.861944917158843	-2.04891215188083	-0.207211518766482	0.0587935616559932	-0.0108560811183621	0.659505812972726	-0.00295911124954392	-0.0595447674937996	-0.000711370209407454	0.662000521498951	0.0126455435680233	0.0108560811183621	0.659505812972726	0.0587935616559932	0.0108560811183621	-0.00595464544881146	-0.0761159073640258	-0.0761159073640258	-0.00112501241623627
51	13	36	25	5	0	409.64	101118	293.4	1419.4	-153	1018.5	1098.6	1011.5	33.5	471.614	1.20063447758009	959.923422453789	39.9878345894093	436523.59625062	0	0	0	0	0	0	0	0	0	101118	1.51129937419738e-05	Inf	Inf	13.052831815055	-2.06009404585363	154.806246405331	-0.857474072313306	-1.48108926475193	-0.22393441295149	0.0626136374966466	-0.00988214539371476	0.742596114925816	-0.0029452106610667	-0.0430640713623325	-0.000769159140433412	0.745227450594779	-0.00234614225548692	0.00988214539371476	0.742596114925816	0.0626136374966466	0.00988214539371476	-0.00564167966851015	-0.0607119109474141	-0.0607119109474141	-0.00125793703954193
52	13	37	24	6	0	409.9	101116	293.41	1520	-133.5	1136.9	1195.3	1141.2	38.1	472.148	1.20056981116772	960.537293800143	40.0016959267734	436639.88315761	0	0	0	0	0	0	0	0	0	101116	1.51142061715063e-05	Inf	Inf	13.979317039093	-1.66542413033764	171.249763437399	-0.795623428484372	-0.920671063014762	-0.253299891430423	0.0670150744031903	-0.00798383223553296	0.820949664865079	-0.00273102255757149	-0.0267522739488601	-0.000869466248178086	0.8234573994467	-0.0191646480747352	0.00798383223553296	0.820949664865079	0.0670150744031903	0.00798383223553296	-0.0048631173764772	-0.0456406715908778	-0.0456406715908778	-0.0013730374071502
53	13	38	14	7	0	409.74	101114	293.41	1640.1	-128.7	1233	1286.4	1285.9	38.8	472.692	1.20054606478118	960.159526077383	39.9942245912504	436549.694736392	0	0	0	0	0	0	0	0	0	101114	1.51145051252846e-05	Inf	Inf	15.0799449348154	-1.57594118594908	186.301509930387	-0.769337057860858	-0.361974026528083	-0.261870467062041	0.0723197875613503	-0.00755783474473374	0.893457216108149	-0.00264183209973673	-0.0105221491819918	-0.00089923889508345	0.895611086529613	-0.0371043174561549	0.00755783474473374	0.893457216108148	0.0723197875613502	0.00755783474473374	-0.0046268706129288	-0.030905695973667	-0.030905695973667	-0.00145640978833948
54	13	38	58	8	0	409.69	101113	293.44	1794.3	-130.4	1301.9	1355.3	1456.5	41.2	473.057	1.20041145431368	960.0414741499	39.9940080784537	436463.870593485	0	0	0	0	0	0	0	0	0	101113	1.5117395328416e-05	Inf	Inf	16.4973251633104	-1.5805690838071	198.933510173684	-0.794945340227879	0.185996323712825	-0.273951251688963	0.0791269307870668	-0.00758096111100027	0.954154563537907	-0.00273010423339303	0.00540735405113782	-0.000940838865430622	0.955881137242727	-0.0544357764668117	0.00758096111100027	0.954154563537907	0.0791269307870668	0.00758096111100027	-0.00468851759898998	-0.0168948062644131	-0.0168948062644131	-0.00158419821942427
55	13	39	52	9	0	409.58	101110	293.46	2085.3	-79	1307.3	1320.6	1722.6	12.7	473.66	1.20029402989467	959.781760723866	39.9905540490645	436360.484087817	0	0	0	0	0	0	0	0	0	101110	1.51196711764914e-05	Inf	Inf	19.1702758503998	-1.10856638270312	203.671128886842	-0.945295195854569	0.64896338307415	-0.0896942018314978	0.0919722160355289	-0.00531851015787909	0.977142176375619	-0.00324733365686874	0.018872009286359	-0.000308122797736307	0.979499559124039	-0.0620188281925778	0.00531851015787909	0.977142176375619	0.0919722160355289	0.00531851015787909	-0.00463973479711125	-0.00705063280525259	-0.00705063280525259	-0.00103014372571035
56	13	40	50	10	0	409.62	101105	293.48	2419	-80.1	1276.6	1285.8	2014.9	26.8	474.341	1.20015288075745	959.876201840129	39.9948731836099	436333.295941564	0	0	0	0	0	0	0	0	0	101105	1.51222463755079e-05	Inf	Inf	22.24264168392	-0.948969120324419	206.886645999002	-0.863160960846256	1.00771474878303	-0.180429084606457	0.106701843392798	-0.00455237088743193	0.992471434605075	-0.00296488956104289	0.0293017009479704	-0.000619759620423212	0.995922144101088	-0.0672600533717338	0.00455237088743193	0.992471434605075	0.106701843392798	0.00455237088743193	-0.00407583218465278	-0.00077253033637938	-0.00077253033637938	-0.00131810491053786
57	13	41	35	11	0	409.63	101105	293.49	2681.4	-106.3	1285.4	1310.9	2258.8	50.7	474.934	1.20011198829499	959.899812142332	39.9960464549414	436319.731164151	0	0	0	0	0	0	0	0	0	101105	1.51231601452834e-05	Inf	Inf	24.6522048190601	-1.07316210371103	214.969079824436	-0.735431481022737	1.43502925349355	-0.336600090625798	0.118258030471888	-0.00514801972859696	1.03121891850975	-0.00252608677588303	0.0417258592567343	-0.00115616622300204	1.03483721848422	-0.0806805484819443	0.00514801972859696	1.03121891850975	0.118258030471888	0.00514801972859696	-0.0036833944982387	0.00839448234180346	0.00839448234180346	-0.00183774899686724
58	13	42	22	12	0	409.7	101106	293.53	2968.5	-120.8	1306.7	1341.9	2515.3	67.4	475.572	1.199960314647	960.065084516887	40.0020173658313	436283.73413858	0	0	0	0	0	0	0	0	0	101106	1.51266658168579e-05	Inf	Inf	27.2943913426	-1.10596951920205	224.472209989648	-0.610155512009829	1.75451656842883	-0.443222997561854	0.130910210012153	-0.00530448546034471	1.07662060614529	-0.00209542354201604	0.0510067014702223	-0.00152213638191154	1.08031162591053	-0.0957925027579631	0.00530448546034471	1.07662060614529	0.130910210012153	0.00530448546034471	-0.00319557733992539	0.0141092701962839	0.0141092701962839	-0.00215327193783921
59	13	43	11	13	0	409.53	101108	293.53	3301.8	-146.8	1319.9	1373.7	2803.7	91.2	476.341	1.19998405132563	959.663709536773	39.9932591023432	436196.840093543	0	0	0	0	0	0	0	0	0	101108	1.51263665988768e-05	Inf	Inf	30.3579206484555	-1.2255676385784	234.289135059786	-0.451003109925712	2.04076787241533	-0.600166105359561	0.145664502746886	-0.00588056417708835	1.1241748324162	-0.00154950299586173	0.0593533146781801	-0.00206197952475868	1.12812968776469	-0.11095318284047	0.00588056417708835	1.1241748324162	0.145664502746886	0.00588056417708835	-0.0026609188843265	0.0182973422016506	0.0182973422016506	-0.00260770763167769
60	13	44	18	14	0	409.63	101108	293.55	3628.3	-162.1	1323.2	1387.4	3094	103.9	477.149	1.1999022946197	959.899812142332	39.9995411359773	436212.64935012	0	0	0	0	0	0	0	0	0	101108	1.51281943106825e-05	Inf	Inf	33.3590683551071	-1.31296029429874	242.460595902479	-0.374756160930284	2.39908692771733	-0.682289660888148	0.160025350714349	-0.0062983453054679	1.16309728679111	-0.00128722607983845	0.0697574375204567	-0.00234355332096258	1.16726196280544	-0.126106786493386	0.0062983453054679	1.16309728679111	0.160025350714349	0.0062983453054679	-0.00240450917781237	0.0246538174168571	0.0246538174168571	-0.00285564318991308
